# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "30" "-t" "CDS" "-g" "transcript_id" "-s" "0" "-p" "-M" "-a" "./trinity_out_dir.Trinity.fasta.transdecoder.gtf" "-o" "NwOut-fc.txt" "SRR9602334UnmappedAligned.sortedByCoord.out.bam" "SRR9602335UnmappedAligned.sortedByCoord.out.bam" "SRR9602336UnmappedAligned.sortedByCoord.out.bam" "SRR9602337UnmappedAligned.sortedByCoord.out.bam" "SRR9602338UnmappedAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9602334UnmappedAligned.sortedByCoord.out.bam	SRR9602335UnmappedAligned.sortedByCoord.out.bam	SRR9602336UnmappedAligned.sortedByCoord.out.bam	SRR9602337UnmappedAligned.sortedByCoord.out.bam	SRR9602338UnmappedAligned.sortedByCoord.out.bam
TRINITY_DN1656_c0_g1_i1.p1	TRINITY_DN1656_c0_g1_i1	2	523	-	522	7	0	0	0	0
TRINITY_DN16575_c0_g1_i1.p1	TRINITY_DN16575_c0_g1_i1	1	516	+	516	4	0	0	2	0
TRINITY_DN16578_c0_g1_i1.p2	TRINITY_DN16578_c0_g1_i1	2	466	+	465	6	0	0	0	0
TRINITY_DN16579_c0_g1_i1.p1	TRINITY_DN16579_c0_g1_i1	2	271	+	270	0	0	0	2	0
TRINITY_DN16581_c0_g1_i1.p1	TRINITY_DN16581_c0_g1_i1	2	577	-	576	6	0	1	0	0
TRINITY_DN16583_c0_g1_i1.p2	TRINITY_DN16583_c0_g1_i1	3	209	-	207	3	0	0	0	0
TRINITY_DN16586_c0_g1_i1.p3	TRINITY_DN16586_c0_g1_i1	3	200	+	198	2	0	0	0	0
TRINITY_DN16587_c0_g1_i1.p2	TRINITY_DN16587_c0_g1_i1	1	300	+	300	5	0	0	0	0
TRINITY_DN16589_c0_g1_i1.p1	TRINITY_DN16589_c0_g1_i1	53	913	+	861	0	0	0	10	0
TRINITY_DN16593_c0_g1_i1.p3	TRINITY_DN16593_c0_g1_i1	2	202	+	201	3	1	0	0	0
TRINITY_DN16594_c0_g1_i1.p1	TRINITY_DN16594_c0_g1_i1	1	285	+	285	0	0	1	0	0
TRINITY_DN16595_c0_g1_i1.p2	TRINITY_DN16595_c0_g1_i1	2	508	+	507	6	0	0	0	0
TRINITY_DN16598_c0_g1_i1.p3	TRINITY_DN16598_c0_g1_i1	3	227	+	225	1	0	0	0	0
TRINITY_DN16600_c0_g1_i1.p1	TRINITY_DN16600_c0_g1_i1	2	499	-	498	4	0	0	0	0
TRINITY_DN16602_c0_g1_i1.p3	TRINITY_DN16602_c0_g1_i1	3	260	+	258	2	0	0	0	0
TRINITY_DN16604_c0_g1_i1.p2	TRINITY_DN16604_c0_g1_i1	1	396	-	396	2	0	0	0	1
TRINITY_DN16605_c0_g1_i1.p1	TRINITY_DN16605_c0_g1_i1	3	251	-	249	2	0	0	0	0
TRINITY_DN16606_c0_g1_i1.p1	TRINITY_DN16606_c0_g1_i1	1	483	-	483	14	1	0	0	0
TRINITY_DN16610_c0_g1_i1.p2	TRINITY_DN16610_c0_g1_i1	1	261	-	261	2	0	0	0	0
TRINITY_DN16613_c0_g1_i1.p1	TRINITY_DN16613_c0_g1_i1	3	353	-	351	3	0	0	0	0
TRINITY_DN16614_c0_g1_i1.p1	TRINITY_DN16614_c0_g1_i1	1	366	-	366	0	3	0	0	1
TRINITY_DN16617_c0_g1_i1.p3	TRINITY_DN16617_c0_g1_i1	49	264	-	216	1	0	0	2	0
TRINITY_DN16619_c0_g1_i1.p1	TRINITY_DN16619_c0_g1_i1	2	241	-	240	0	1	0	1	0
TRINITY_DN16623_c0_g1_i1.p4	TRINITY_DN16623_c0_g1_i1	1	234	+	234	0	0	0	0	0
TRINITY_DN16624_c0_g1_i1.p2	TRINITY_DN16624_c0_g1_i1	1	315	-	315	8	0	0	0	0
TRINITY_DN16626_c0_g1_i1.p1	TRINITY_DN16626_c0_g1_i1	3	452	-	450	6	0	0	0	1
TRINITY_DN16628_c0_g1_i1.p2	TRINITY_DN16628_c0_g1_i1	1	240	-	240	0	2	0	0	0
TRINITY_DN16629_c0_g1_i1.p2	TRINITY_DN16629_c0_g1_i1	2	490	-	489	3	0	0	2	0
TRINITY_DN16633_c0_g1_i1.p1	TRINITY_DN16633_c0_g1_i1	1	273	+	273	0	0	0	0	3
TRINITY_DN16635_c0_g1_i1.p1	TRINITY_DN16635_c0_g1_i1	2	316	+	315	3	0	0	2	0
TRINITY_DN16636_c0_g1_i1.p2	TRINITY_DN16636_c0_g1_i1	3	257	+	255	1	0	0	2	0
TRINITY_DN16642_c0_g1_i1.p1	TRINITY_DN16642_c0_g1_i1	2	286	+	285	2	0	0	1	0
TRINITY_DN16643_c0_g1_i1.p1	TRINITY_DN16643_c0_g1_i1	1	363	+	363	3	2	0	0	0
TRINITY_DN16644_c0_g1_i1.p2	TRINITY_DN16644_c0_g1_i1	3	251	-	249	2	0	0	0	0
TRINITY_DN16645_c0_g1_i1.p3	TRINITY_DN16645_c0_g1_i1	1	390	-	390	3	0	0	0	0
TRINITY_DN16647_c0_g1_i1.p2	TRINITY_DN16647_c0_g1_i1	3	389	-	387	4	0	0	0	1
TRINITY_DN16648_c0_g1_i1.p1	TRINITY_DN16648_c0_g1_i1	1	231	+	231	0	0	0	0	0
TRINITY_DN16649_c0_g1_i1.p1	TRINITY_DN16649_c0_g1_i1	2	214	-	213	2	0	0	0	0
TRINITY_DN16650_c0_g1_i1.p1	TRINITY_DN16650_c0_g1_i1	3	626	+	624	8	0	0	0	0
TRINITY_DN16651_c0_g1_i1.p1	TRINITY_DN16651_c0_g1_i1	1	237	+	237	4	0	0	0	0
TRINITY_DN16652_c0_g1_i1.p2	TRINITY_DN16652_c0_g1_i1	3	272	+	270	2	0	0	0	0
TRINITY_DN16654_c0_g1_i1.p2	TRINITY_DN16654_c0_g1_i1	162	431	-	270	1	0	0	0	0
TRINITY_DN16655_c0_g1_i1.p4	TRINITY_DN16655_c0_g1_i1	2	184	+	183	1	0	0	0	0
TRINITY_DN16656_c0_g1_i1.p2	TRINITY_DN16656_c0_g1_i1	1	309	-	309	2	0	0	0	0
TRINITY_DN16659_c0_g1_i1.p1	TRINITY_DN16659_c0_g1_i1	3	329	-	327	1	0	0	0	0
TRINITY_DN16660_c0_g1_i1.p2	TRINITY_DN16660_c0_g1_i1	3	440	-	438	1	0	3	0	0
TRINITY_DN16661_c0_g1_i1.p2	TRINITY_DN16661_c0_g1_i1	7	435	-	429	3	0	0	0	0
TRINITY_DN16662_c0_g1_i1.p1	TRINITY_DN16662_c0_g1_i1	1	756	-	756	5	0	0	0	0
TRINITY_DN16667_c0_g1_i1.p1	TRINITY_DN16667_c0_g1_i1	1	255	+	255	0	3	0	0	0
TRINITY_DN16668_c0_g1_i1.p1	TRINITY_DN16668_c0_g1_i1	223	1266	+	1044	10	1	0	2	0
TRINITY_DN16672_c0_g1_i1.p1	TRINITY_DN16672_c0_g1_i1	3	503	+	501	2	0	0	0	0
TRINITY_DN16675_c0_g1_i1.p1	TRINITY_DN16675_c0_g1_i1	2	316	-	315	2	0	0	0	0
TRINITY_DN16676_c0_g1_i1.p2	TRINITY_DN16676_c0_g1_i1	24	287	-	264	0	2	0	0	0
TRINITY_DN16678_c0_g1_i1.p1	TRINITY_DN16678_c0_g1_i1	2	778	-	777	6	0	0	0	1
TRINITY_DN16679_c0_g1_i1.p3	TRINITY_DN16679_c0_g1_i1	3	377	+	375	3	0	1	0	0
TRINITY_DN16680_c0_g1_i1.p1	TRINITY_DN16680_c0_g1_i1	3	206	+	204	4	0	0	0	0
TRINITY_DN16682_c0_g1_i1.p2	TRINITY_DN16682_c0_g1_i1	3	401	+	399	7	0	0	0	0
TRINITY_DN16685_c0_g1_i1.p3	TRINITY_DN16685_c0_g1_i1	76	315	-	240	0	0	0	0	1
TRINITY_DN16687_c0_g1_i1.p1	TRINITY_DN16687_c0_g1_i1	3	248	-	246	5	0	0	0	0
TRINITY_DN16688_c0_g1_i1.p3	TRINITY_DN16688_c0_g1_i1	1	192	+	192	2	0	0	0	0
TRINITY_DN16689_c0_g1_i1.p4	TRINITY_DN16689_c0_g1_i1	29	292	+	264	2	0	0	1	0
TRINITY_DN16691_c0_g1_i1.p3	TRINITY_DN16691_c0_g1_i1	3	266	+	264	3	0	0	0	0
TRINITY_DN16692_c0_g1_i1.p3	TRINITY_DN16692_c0_g1_i1	127	462	-	336	5	0	0	0	0
TRINITY_DN16693_c0_g1_i1.p1	TRINITY_DN16693_c0_g1_i1	3	647	-	645	8	0	0	1	1
TRINITY_DN16694_c0_g1_i1.p4	TRINITY_DN16694_c0_g1_i1	17	250	-	234	0	0	0	0	0
TRINITY_DN16695_c0_g1_i1.p2	TRINITY_DN16695_c0_g1_i1	174	500	+	327	2	0	0	1	0
TRINITY_DN16698_c0_g1_i1.p4	TRINITY_DN16698_c0_g1_i1	3	224	-	222	3	0	0	0	0
TRINITY_DN16701_c0_g1_i1.p3	TRINITY_DN16701_c0_g1_i1	63	254	-	192	2	0	0	0	0
TRINITY_DN16706_c0_g1_i1.p2	TRINITY_DN16706_c0_g1_i1	2	418	+	417	3	1	0	0	0
TRINITY_DN16707_c0_g1_i1.p1	TRINITY_DN16707_c0_g1_i1	1	366	-	366	4	0	2	0	0
TRINITY_DN16710_c0_g1_i1.p1	TRINITY_DN16710_c0_g1_i1	3	254	-	252	3	0	0	0	0
TRINITY_DN16711_c0_g1_i1.p1	TRINITY_DN16711_c0_g1_i1	3	290	-	288	2	0	1	0	0
TRINITY_DN16712_c0_g1_i1.p3	TRINITY_DN16712_c0_g1_i1	3	248	-	246	3	0	0	0	0
TRINITY_DN16714_c0_g1_i1.p3	TRINITY_DN16714_c0_g1_i1	2	241	+	240	2	0	0	0	0
TRINITY_DN16715_c0_g1_i1.p5	TRINITY_DN16715_c0_g1_i1	65	259	-	195	0	0	0	0	0
TRINITY_DN16715_c0_g1_i2.p1	TRINITY_DN16715_c0_g1_i2	65	430	-	366	0	0	0	0	0
TRINITY_DN16716_c0_g1_i1.p1	TRINITY_DN16716_c0_g1_i1	2	358	-	357	3	0	0	0	0
TRINITY_DN16718_c0_g1_i1.p2	TRINITY_DN16718_c0_g1_i1	2	244	-	243	2	0	0	0	0
TRINITY_DN16719_c0_g1_i1.p2	TRINITY_DN16719_c0_g1_i1	3	647	+	645	10	0	0	1	2
TRINITY_DN16726_c0_g1_i1.p2	TRINITY_DN16726_c0_g1_i1	44	787	-	744	5	0	0	2	1
TRINITY_DN16728_c0_g1_i1.p1	TRINITY_DN16728_c0_g1_i1	2	394	-	393	10	0	2	1	0
TRINITY_DN16728_c0_g1_i1.p4	TRINITY_DN16728_c0_g1_i1	633	917	-	285	0	0	0	0	0
TRINITY_DN16730_c0_g1_i1.p2	TRINITY_DN16730_c0_g1_i1	1	501	-	501	13	0	0	0	0
TRINITY_DN16731_c0_g1_i1.p3	TRINITY_DN16731_c0_g1_i1	108	320	-	213	0	0	0	3	1
TRINITY_DN16732_c0_g1_i1.p2	TRINITY_DN16732_c0_g1_i1	1	762	-	762	8	2	0	2	0
TRINITY_DN16734_c0_g1_i1.p3	TRINITY_DN16734_c0_g1_i1	3	212	+	210	2	0	0	0	0
TRINITY_DN16735_c0_g1_i1.p2	TRINITY_DN16735_c0_g1_i1	2	247	+	246	0	0	2	0	0
TRINITY_DN16740_c0_g1_i1.p2	TRINITY_DN16740_c0_g1_i1	3	338	-	336	3	0	0	0	0
TRINITY_DN16747_c0_g1_i1.p3	TRINITY_DN16747_c0_g1_i1	3	293	-	291	2	0	0	0	0
TRINITY_DN16749_c0_g1_i1.p3	TRINITY_DN16749_c0_g1_i1	2	322	+	321	4	0	0	0	0
TRINITY_DN16750_c0_g1_i1.p1	TRINITY_DN16750_c0_g1_i1	1	435	-	435	4	0	0	0	0
TRINITY_DN16751_c0_g1_i1.p1	TRINITY_DN16751_c0_g1_i1	3	461	-	459	5	0	0	0	0
TRINITY_DN16753_c0_g1_i1.p1	TRINITY_DN16753_c0_g1_i1	1	276	+	276	0	4	0	0	0
TRINITY_DN16755_c0_g1_i1.p2	TRINITY_DN16755_c0_g1_i1	355	624	-	270	0	0	0	0	0
TRINITY_DN1675_c0_g1_i1.p4	TRINITY_DN1675_c0_g1_i1	1	225	-	225	0	0	0	0	0
TRINITY_DN16761_c0_g1_i1.p1	TRINITY_DN16761_c0_g1_i1	1	258	+	258	2	0	0	0	0
TRINITY_DN16764_c0_g1_i1.p3	TRINITY_DN16764_c0_g1_i1	2	220	-	219	2	0	0	0	0
TRINITY_DN16766_c0_g1_i1.p4	TRINITY_DN16766_c0_g1_i1	78	257	-	180	0	0	0	2	0
TRINITY_DN16771_c0_g1_i1.p3	TRINITY_DN16771_c0_g1_i1	2	238	+	237	0	0	0	0	1
TRINITY_DN16775_c0_g1_i1.p2	TRINITY_DN16775_c0_g1_i1	1	477	-	477	6	0	0	0	0
TRINITY_DN16776_c0_g1_i1.p1	TRINITY_DN16776_c0_g1_i1	1	420	-	420	6	2	0	0	0
TRINITY_DN16779_c0_g1_i1.p2	TRINITY_DN16779_c0_g1_i1	1	237	-	237	0	2	0	0	0
TRINITY_DN16780_c0_g1_i1.p2	TRINITY_DN16780_c0_g1_i1	1	279	-	279	1	0	0	1	0
TRINITY_DN16781_c0_g1_i1.p2	TRINITY_DN16781_c0_g1_i1	3	200	+	198	2	0	0	0	0
TRINITY_DN16782_c0_g1_i1.p1	TRINITY_DN16782_c0_g1_i1	1	207	+	207	6	1	19	36	26
TRINITY_DN16783_c0_g1_i1.p1	TRINITY_DN16783_c0_g1_i1	3	311	+	309	0	0	0	3	0
TRINITY_DN16788_c0_g1_i1.p2	TRINITY_DN16788_c0_g1_i1	832	1317	-	486	0	0	0	0	0
TRINITY_DN16788_c0_g1_i1.p3	TRINITY_DN16788_c0_g1_i1	309	779	-	471	2	0	0	1	0
TRINITY_DN16788_c0_g1_i1.p6	TRINITY_DN16788_c0_g1_i1	1	261	-	261	7	4	0	2	4
TRINITY_DN1678_c0_g1_i2.p3	TRINITY_DN1678_c0_g1_i2	250	456	+	207	0	0	0	0	0
TRINITY_DN16791_c0_g1_i1.p1	TRINITY_DN16791_c0_g1_i1	2	496	+	495	2	0	0	0	1
TRINITY_DN16792_c0_g1_i1.p4	TRINITY_DN16792_c0_g1_i1	1	264	-	264	2	0	0	1	0
TRINITY_DN16794_c0_g1_i1.p2	TRINITY_DN16794_c0_g1_i1	2	223	+	222	3	0	0	0	0
TRINITY_DN16795_c0_g1_i1.p1	TRINITY_DN16795_c0_g1_i1	2	337	-	336	0	0	0	0	0
TRINITY_DN16796_c0_g1_i1.p2	TRINITY_DN16796_c0_g1_i1	2	262	+	261	2	0	0	0	0
TRINITY_DN16797_c0_g1_i1.p3	TRINITY_DN16797_c0_g1_i1	265	534	+	270	0	0	0	0	0
TRINITY_DN16800_c0_g1_i1.p3	TRINITY_DN16800_c0_g1_i1	3	194	-	192	1	0	0	0	0
TRINITY_DN16801_c0_g1_i1.p3	TRINITY_DN16801_c0_g1_i1	1	204	-	204	3	0	0	0	0
TRINITY_DN16802_c0_g1_i1.p1	TRINITY_DN16802_c0_g1_i1	1	375	+	375	7	0	0	0	0
TRINITY_DN16803_c0_g1_i1.p1	TRINITY_DN16803_c0_g1_i1	1	387	+	387	0	1	1	0	0
TRINITY_DN16806_c0_g1_i1.p2	TRINITY_DN16806_c0_g1_i1	2	304	+	303	5	0	0	1	0
TRINITY_DN16809_c0_g1_i1.p1	TRINITY_DN16809_c0_g1_i1	1	249	+	249	2	0	0	0	0
TRINITY_DN16810_c0_g1_i1.p1	TRINITY_DN16810_c0_g1_i1	2	346	+	345	2	1	0	0	0
TRINITY_DN16811_c0_g1_i1.p1	TRINITY_DN16811_c0_g1_i1	1	669	+	669	5	0	0	0	2
TRINITY_DN16815_c0_g1_i1.p4	TRINITY_DN16815_c0_g1_i1	1	321	-	321	0	0	0	0	0
TRINITY_DN16818_c0_g1_i1.p2	TRINITY_DN16818_c0_g1_i1	1	396	-	396	1	0	0	0	1
TRINITY_DN16819_c0_g1_i1.p1	TRINITY_DN16819_c0_g1_i1	2	472	+	471	2	1	0	0	0
TRINITY_DN16821_c0_g1_i1.p1	TRINITY_DN16821_c0_g1_i1	3	212	+	210	3	0	0	0	0
TRINITY_DN16825_c0_g1_i1.p1	TRINITY_DN16825_c0_g1_i1	2	583	-	582	7	0	0	1	0
TRINITY_DN16827_c0_g1_i1.p2	TRINITY_DN16827_c0_g1_i1	3	581	+	579	8	0	0	0	0
TRINITY_DN16828_c0_g1_i1.p1	TRINITY_DN16828_c0_g1_i1	2	214	+	213	0	0	0	0	4
TRINITY_DN16837_c0_g1_i1.p2	TRINITY_DN16837_c0_g1_i1	181	519	-	339	3	2	0	0	0
TRINITY_DN16839_c0_g1_i1.p1	TRINITY_DN16839_c0_g1_i1	1	279	+	279	0	2	1	1	0
TRINITY_DN16840_c0_g1_i1.p3	TRINITY_DN16840_c0_g1_i1	162	353	+	192	2	0	0	0	0
TRINITY_DN16842_c0_g1_i1.p2	TRINITY_DN16842_c0_g1_i1	3	242	+	240	0	0	0	0	0
TRINITY_DN16843_c0_g1_i1.p2	TRINITY_DN16843_c0_g1_i1	3	221	+	219	2	0	0	0	0
TRINITY_DN16845_c0_g1_i1.p3	TRINITY_DN16845_c0_g1_i1	2	565	-	564	2	0	0	0	1
TRINITY_DN16845_c1_g1_i1.p3	TRINITY_DN16845_c1_g1_i1	1	204	-	204	0	0	1	0	0
TRINITY_DN16847_c0_g1_i1.p1	TRINITY_DN16847_c0_g1_i1	1	273	-	273	0	0	2	0	0
TRINITY_DN1684_c0_g1_i1.p2	TRINITY_DN1684_c0_g1_i1	3	479	-	477	0	5	0	5	0
TRINITY_DN1684_c0_g1_i3.p2	TRINITY_DN1684_c0_g1_i3	2	253	-	252	0	0	0	2	0
TRINITY_DN1684_c0_g1_i5.p2	TRINITY_DN1684_c0_g1_i5	3	599	-	597	0	20	0	3	2
TRINITY_DN16850_c0_g1_i1.p1	TRINITY_DN16850_c0_g1_i1	3	383	+	381	2	0	0	0	1
TRINITY_DN16851_c0_g1_i1.p1	TRINITY_DN16851_c0_g1_i1	1	639	+	639	3	0	0	1	0
TRINITY_DN16854_c0_g1_i1.p4	TRINITY_DN16854_c0_g1_i1	3	209	-	207	0	0	0	0	2
TRINITY_DN16856_c0_g1_i1.p1	TRINITY_DN16856_c0_g1_i1	1	345	+	345	0	0	1	0	1
TRINITY_DN16858_c0_g1_i1.p3	TRINITY_DN16858_c0_g1_i1	131	409	-	279	0	0	1	2	0
TRINITY_DN16859_c0_g1_i1.p1	TRINITY_DN16859_c0_g1_i1	1	315	+	315	4	0	0	0	0
TRINITY_DN16860_c0_g1_i1.p2	TRINITY_DN16860_c0_g1_i1	3	233	+	231	2	0	0	0	0
TRINITY_DN16865_c0_g1_i1.p2	TRINITY_DN16865_c0_g1_i1	247	462	-	216	0	0	0	0	0
TRINITY_DN16866_c0_g1_i1.p2	TRINITY_DN16866_c0_g1_i1	107	283	+	177	0	0	0	0	2
TRINITY_DN16868_c0_g1_i1.p1	TRINITY_DN16868_c0_g1_i1	1	273	+	273	2	0	0	0	0
TRINITY_DN16869_c0_g1_i1.p2	TRINITY_DN16869_c0_g1_i1	3	263	-	261	5	0	0	0	0
TRINITY_DN16870_c0_g1_i1.p1	TRINITY_DN16870_c0_g1_i1	12	257	-	246	0	0	0	0	2
TRINITY_DN16872_c0_g1_i1.p2	TRINITY_DN16872_c0_g1_i1	15	434	-	420	11	0	0	0	0
TRINITY_DN16873_c0_g1_i1.p2	TRINITY_DN16873_c0_g1_i1	1	273	-	273	1	0	0	0	2
TRINITY_DN16876_c0_g1_i1.p1	TRINITY_DN16876_c0_g1_i1	3	254	+	252	2	0	0	0	0
TRINITY_DN16877_c0_g1_i1.p4	TRINITY_DN16877_c0_g1_i1	1	222	-	222	2	0	0	0	0
TRINITY_DN16879_c0_g1_i1.p2	TRINITY_DN16879_c0_g1_i1	2	232	+	231	2	0	0	0	0
TRINITY_DN16882_c0_g1_i1.p3	TRINITY_DN16882_c0_g1_i1	23	358	-	336	3	0	0	0	0
TRINITY_DN16884_c0_g1_i1.p1	TRINITY_DN16884_c0_g1_i1	1	240	-	240	3	0	0	0	0
TRINITY_DN16886_c0_g1_i1.p3	TRINITY_DN16886_c0_g1_i1	3	506	+	504	5	0	0	0	0
TRINITY_DN16886_c0_g2_i1.p1	TRINITY_DN16886_c0_g2_i1	2	244	+	243	1	0	0	0	0
TRINITY_DN16887_c0_g1_i1.p2	TRINITY_DN16887_c0_g1_i1	1	318	-	318	1	0	0	0	0
TRINITY_DN16889_c0_g1_i1.p1	TRINITY_DN16889_c0_g1_i1	2	247	+	246	3	0	0	0	0
TRINITY_DN16895_c0_g1_i1.p2	TRINITY_DN16895_c0_g1_i1	3	218	-	216	1	0	0	0	0
TRINITY_DN16896_c0_g1_i1.p1	TRINITY_DN16896_c0_g1_i1	2	514	-	513	5	0	0	1	0
TRINITY_DN16899_c0_g1_i1.p1	TRINITY_DN16899_c0_g1_i1	1	381	-	381	0	0	1	2	1
TRINITY_DN168_c0_g1_i10.p5	TRINITY_DN168_c0_g1_i10	1	282	+	282	0	1	2	11	14
TRINITY_DN168_c0_g1_i11.p10	TRINITY_DN168_c0_g1_i11	1317	1535	-	219	0	0	0	0	0
TRINITY_DN168_c0_g1_i11.p2	TRINITY_DN168_c0_g1_i11	327	1004	-	678	0	19	6	4	45
TRINITY_DN168_c0_g1_i13.p11	TRINITY_DN168_c0_g1_i13	1318	1536	-	219	0	0	0	0	0
TRINITY_DN168_c0_g1_i16.p10	TRINITY_DN168_c0_g1_i16	454	636	-	183	0	0	0	0	0
TRINITY_DN168_c0_g1_i16.p11	TRINITY_DN168_c0_g1_i16	1330	1509	-	180	0	0	0	0	0
TRINITY_DN168_c0_g1_i6.p11	TRINITY_DN168_c0_g1_i6	455	637	-	183	0	0	0	0	0
TRINITY_DN168_c0_g1_i6.p8	TRINITY_DN168_c0_g1_i6	1347	1574	+	228	0	0	0	0	0
TRINITY_DN168_c0_g2_i1.p5	TRINITY_DN168_c0_g2_i1	864	1094	+	231	0	0	0	0	0
TRINITY_DN16900_c0_g1_i1.p4	TRINITY_DN16900_c0_g1_i1	78	269	-	192	2	0	0	0	0
TRINITY_DN16901_c0_g1_i1.p1	TRINITY_DN16901_c0_g1_i1	1	222	+	222	2	0	0	0	0
TRINITY_DN16902_c0_g1_i1.p4	TRINITY_DN16902_c0_g1_i1	2	253	-	252	0	1	0	0	0
TRINITY_DN16904_c0_g1_i1.p4	TRINITY_DN16904_c0_g1_i1	2	229	-	228	4	0	0	0	0
TRINITY_DN16905_c0_g1_i1.p4	TRINITY_DN16905_c0_g1_i1	3	452	+	450	8	0	0	0	0
TRINITY_DN16905_c0_g1_i1.p5	TRINITY_DN16905_c0_g1_i1	478	804	+	327	0	0	0	0	0
TRINITY_DN16906_c0_g1_i1.p2	TRINITY_DN16906_c0_g1_i1	1	714	-	714	5	0	3	4	0
TRINITY_DN16910_c0_g1_i1.p2	TRINITY_DN16910_c0_g1_i1	2	253	+	252	0	2	0	0	0
TRINITY_DN16914_c0_g1_i1.p1	TRINITY_DN16914_c0_g1_i1	1	582	+	582	5	1	1	0	0
TRINITY_DN16916_c0_g1_i1.p2	TRINITY_DN16916_c0_g1_i1	175	381	-	207	0	0	0	0	0
TRINITY_DN16920_c0_g1_i1.p2	TRINITY_DN16920_c0_g1_i1	1	285	-	285	5	3	0	2	0
TRINITY_DN16920_c0_g1_i1.p5	TRINITY_DN16920_c0_g1_i1	290	529	-	240	0	0	0	0	0
TRINITY_DN16922_c0_g1_i1.p2	TRINITY_DN16922_c0_g1_i1	1	309	-	309	2	0	0	2	0
TRINITY_DN16928_c0_g1_i1.p2	TRINITY_DN16928_c0_g1_i1	2	391	+	390	6	0	0	1	0
TRINITY_DN16929_c0_g1_i1.p1	TRINITY_DN16929_c0_g1_i1	3	260	+	258	6	0	0	0	0
TRINITY_DN16930_c0_g1_i1.p2	TRINITY_DN16930_c0_g1_i1	2	853	-	852	13	1	0	2	0
TRINITY_DN16932_c0_g1_i1.p2	TRINITY_DN16932_c0_g1_i1	1	330	+	330	0	0	0	0	0
TRINITY_DN16934_c0_g1_i1.p1	TRINITY_DN16934_c0_g1_i1	1	207	+	207	4	0	0	0	0
TRINITY_DN16935_c0_g1_i1.p1	TRINITY_DN16935_c0_g1_i1	2	550	+	549	12	0	0	0	0
TRINITY_DN16937_c0_g1_i1.p3	TRINITY_DN16937_c0_g1_i1	33	347	-	315	2	0	0	0	1
TRINITY_DN1693_c0_g1_i1.p1	TRINITY_DN1693_c0_g1_i1	3	260	-	258	0	3	1	0	0
TRINITY_DN16955_c0_g1_i1.p2	TRINITY_DN16955_c0_g1_i1	2	220	-	219	0	0	0	0	0
TRINITY_DN16959_c0_g1_i1.p2	TRINITY_DN16959_c0_g1_i1	2	265	+	264	2	0	0	0	0
TRINITY_DN16962_c0_g1_i1.p1	TRINITY_DN16962_c0_g1_i1	2	916	-	915	4	2	6	1	0
TRINITY_DN16966_c0_g1_i1.p1	TRINITY_DN16966_c0_g1_i1	2	250	-	249	0	0	0	0	0
TRINITY_DN16970_c0_g1_i1.p1	TRINITY_DN16970_c0_g1_i1	29	226	-	198	0	0	0	0	1
TRINITY_DN16973_c0_g1_i1.p2	TRINITY_DN16973_c0_g1_i1	2	211	+	210	0	0	0	1	0
TRINITY_DN16977_c0_g1_i1.p1	TRINITY_DN16977_c0_g1_i1	2	433	+	432	3	0	0	0	0
TRINITY_DN16978_c0_g1_i1.p1	TRINITY_DN16978_c0_g1_i1	1	318	+	318	4	0	0	0	0
TRINITY_DN16982_c0_g1_i1.p1	TRINITY_DN16982_c0_g1_i1	3	206	+	204	0	0	1	0	2
TRINITY_DN16984_c0_g1_i1.p1	TRINITY_DN16984_c0_g1_i1	1	420	+	420	2	0	0	0	4
TRINITY_DN16986_c0_g1_i1.p1	TRINITY_DN16986_c0_g1_i1	2	262	-	261	1	0	0	1	0
TRINITY_DN16987_c0_g1_i1.p1	TRINITY_DN16987_c0_g1_i1	2	319	+	318	3	0	0	0	0
TRINITY_DN16988_c0_g1_i1.p1	TRINITY_DN16988_c0_g1_i1	3	419	-	417	0	3	1	0	1
TRINITY_DN16991_c0_g1_i1.p1	TRINITY_DN16991_c0_g1_i1	2	244	-	243	1	0	0	0	0
TRINITY_DN16997_c0_g1_i1.p1	TRINITY_DN16997_c0_g1_i1	2	298	+	297	1	0	0	0	0
TRINITY_DN1699_c0_g1_i1.p2	TRINITY_DN1699_c0_g1_i1	341	733	-	393	0	0	0	0	0
TRINITY_DN1699_c0_g1_i1.p5	TRINITY_DN1699_c0_g1_i1	1	330	-	330	4	0	0	5	0
TRINITY_DN1699_c1_g1_i1.p1	TRINITY_DN1699_c1_g1_i1	1	441	-	441	2	0	0	3	0
TRINITY_DN169_c4_g1_i1.p1	TRINITY_DN169_c4_g1_i1	1	201	-	201	0	0	0	3	0
TRINITY_DN16_c0_g1_i1.p1	TRINITY_DN16_c0_g1_i1	3	377	+	375	220	41	3	18	31
TRINITY_DN16_c0_g1_i2.p1	TRINITY_DN16_c0_g1_i2	3	377	+	375	186	153	40	112	192
TRINITY_DN16_c1_g1_i12.p2	TRINITY_DN16_c1_g1_i12	3	344	-	342	2	580	435	0	6
TRINITY_DN16_c1_g1_i14.p2	TRINITY_DN16_c1_g1_i14	1	540	-	540	1204	0	1	3	283
TRINITY_DN16_c1_g1_i15.p1	TRINITY_DN16_c1_g1_i15	1	486	-	486	225	0	5	17	507
